"species","site","GRTS_Cell_ID","Quadrant","region","lat","long","n_years_surveyed","n_years_detected","ever_detected","mean_p_occupied","mean_psi_expected","mean_psi_expected_lo95","mean_psi_expected_hi95"
"LABO","5994_NE",5994,"NE","Kootenay Region",49.26067,-115.24894,5,2,TRUE,0.4646,0.3771,0.2567,0.5163
"LABO","5994_SE",5994,"SE","Kootenay Region",49.21228,-115.26277,5,3,TRUE,0.8891,0.4086,0.2723,0.5527
"LABO","60586_NW",60586,"NW","Kootenay Region",50.93041,-116.39001,6,5,TRUE,0.9729,0.3254,0.2114,0.4556
"LABO","60586_SW",60586,"SW","Kootenay Region",50.90342,-116.39335,6,3,TRUE,0.9403,0.5502,0.3375,0.7885
"LABO","6202_NE",6202,"NE","South Coastal Region",48.53741,-123.50119,6,2,TRUE,0.396,0.1462,0.0788,0.238
"LABO","6202_NW",6202,"NW","South Coastal Region",48.50788,-123.60088,6,0,FALSE,0.0532,0.1297,0.058,0.2412
"LABO","6202_SE",6202,"SE","South Coastal Region",48.48934,-123.5079,4,0,FALSE,0.033,0.0984,0.0543,0.1571
"LABO","6202_SW",6202,"SW","South Coastal Region",48.48637,-123.54913,7,0,FALSE,0.0619,0.1102,0.0589,0.1791
"LABO","70250_NW",70250,"NW","Kootenay Region",51.24583,-116.91793,6,3,TRUE,0.8215,0.3471,0.2234,0.4829
"LABO","70250_SW",70250,"SW","Kootenay Region",51.20982,-116.89974,4,1,TRUE,0.3908,0.4217,0.301,0.5569
"LABO","73002_NE",73002,"NE","Okanagan Region",50.85067,-121.87219,8,1,TRUE,0.2257,0.3435,0.2202,0.4859
"LABO","73002_SE",73002,"SE","Okanagan Region",50.82484,-121.86896,9,0,FALSE,0.0381,0.1658,0.068,0.3103
"LABO","73002_SW",73002,"SW","Okanagan Region",50.80422,-121.87782,9,1,TRUE,0.224,0.2416,0.1376,0.3723
"LABO","73786_NW",73786,"NW","South Coastal Region",49.12334,-123.06198,9,0,FALSE,0.0509,0.1059,0.0515,0.1781
"LABO","73786_SE",73786,"SE","South Coastal Region",49.12604,-123.00163,9,0,FALSE,0.0548,0.1002,0.0429,0.1788
"LABO","73786_SW",73786,"SW","South Coastal Region",49.10823,-123.07992,7,0,FALSE,0.0635,0.1802,0.0722,0.3355
"LABO","77162_NE",77162,"NE","Kootenay Region",50.95478,-118.09975,5,0,FALSE,0.0344,0.372,0.1316,0.6519
"LABO","77162_SW",77162,"SW","Kootenay Region",50.886,-118.10586,8,0,FALSE,0.1027,0.2486,0.1511,0.3785
"LABO","79018_NE",79018,"NE","Kootenay Region",50.2021,-116.91007,8,1,TRUE,0.3069,0.3113,0.1898,0.4507
"LABO","79018_NW",79018,"NW","Kootenay Region",50.19383,-116.94752,8,0,FALSE,0.1541,0.3184,0.2017,0.4639
"LABO","79018_SE",79018,"SE","Kootenay Region",50.18723,-116.90419,8,0,FALSE,0.0704,0.1692,0.068,0.3121
"LABO","79018_SW",79018,"SW","Kootenay Region",50.17771,-116.95968,7,0,FALSE,0.2132,0.3715,0.2472,0.515
"LABO","86074_NE",86074,"NE","South Coastal Region",49.23087,-122.3056,7,0,FALSE,0.0276,0.0557,0.0163,0.1304
"LABO","86074_NW",86074,"NW","South Coastal Region",49.18442,-122.40331,3,1,TRUE,0.3673,0.1054,0.0558,0.1683
"LABO","86074_SE",86074,"SE","South Coastal Region",49.16962,-122.3193,4,1,TRUE,0.2879,0.1204,0.0553,0.2138
"LABO","86074_SW",86074,"SW","South Coastal Region",49.14174,-122.38204,6,1,TRUE,0.2122,0.0737,0.0345,0.129
"LABO","89962_NE",89962,"NE","Kootenay Region",49.07682,-117.5986,3,2,TRUE,0.8863,0.3567,0.2297,0.5007
"LABO","89962_SE",89962,"SE","Kootenay Region",49.00974,-117.57236,3,1,TRUE,0.4318,0.2491,0.1387,0.3975
"LABO","89962_SW",89962,"SW","Kootenay Region",49.0077,-117.63034,3,1,TRUE,0.5734,0.355,0.2213,0.523
"LABO","93290_NE",93290,"NE","Okanagan Region",49.44361,-119.56535,6,3,TRUE,0.7922,0.4551,0.3204,0.6071
"LABO","93290_NW",93290,"NW","Okanagan Region",49.41531,-119.6018,9,2,TRUE,0.3253,0.2807,0.1743,0.4101
"LABO","93290_SE",93290,"SE","Okanagan Region",49.38433,-119.56165,8,2,TRUE,0.3439,0.3519,0.2175,0.526
"LABO","93290_SW",93290,"SW","Okanagan Region",49.37943,-119.59374,9,1,TRUE,0.2364,0.334,0.2028,0.4864
"LABO","94522_NW",94522,"NW","Northern Region",53.10732,-131.86467,3,0,FALSE,0.194,0.2606,0.1587,0.4153
"LABO","94522_SE",94522,"SE","Northern Region",53.08196,-131.77925,3,0,FALSE,0.175,0.1975,0.1001,0.3576
"LABO","9466_NE",9466,"NE","Northern Region",57.34435,-125.50932,2,0,FALSE,0.4818,0.6479,0.4333,0.873
"LABO","9466_NW",9466,"NW","Northern Region",57.3459,-125.55037,3,2,TRUE,0.9933,0.7023,0.3943,0.9567
"LABO","9466_SE",9466,"SE","Northern Region",57.31575,-125.49037,3,1,TRUE,0.6397,0.4035,0.1768,0.7059
"LABO","9466_SW",9466,"SW","Northern Region",57.29483,-125.51474,3,1,TRUE,0.757,0.6569,0.4563,0.8606
"LABO","986_NE",986,"NE","Northern Region",53.188,-121.30225,8,3,TRUE,0.6695,0.7806,0.4802,0.9833
"LABO","986_SE",986,"SE","Northern Region",53.1392,-121.2577,6,3,TRUE,0.8645,0.7544,0.5377,0.936
