"species","site","GRTS_Cell_ID","Quadrant","region","lat","long","n_years_surveyed","n_years_detected","ever_detected","mean_p_occupied","mean_psi_expected","mean_psi_expected_lo95","mean_psi_expected_hi95"
"MYVO","273050_SE",273050,"SE","South Coastal Region",49.00511,-125.65145,3,2,TRUE,0.6888,0.6189,0.4834,0.7354
"MYVO","283586_NE",283586,"NE","Northern Region",54.3558,-128.5366,6,3,TRUE,0.5022,0.5891,0.395,0.7633
"MYVO","283586_NW",283586,"NW","Northern Region",54.3321,-128.6266,8,7,TRUE,0.9723,0.6815,0.5288,0.8141
"MYVO","283586_SE",283586,"SE","Northern Region",54.31162,-128.54374,8,8,TRUE,1,0.7971,0.5911,0.9319
"MYVO","283586_SW",283586,"SW","Northern Region",54.2946,-128.581,8,4,TRUE,0.5363,0.6063,0.4296,0.7668
"MYVO","294832_NE",294832,"NE","Northern Region",56.3348,-120.97877,8,7,TRUE,0.9789,0.8399,0.7322,0.9194
"MYVO","294832_NW",294832,"NW","Northern Region",56.33264,-121.00747,8,8,TRUE,1,0.8286,0.7319,0.9063
"MYVO","294832_SE",294832,"SE","Northern Region",56.30206,-120.94608,6,5,TRUE,0.9034,0.7571,0.6422,0.8555
"MYVO","294832_SW",294832,"SW","Northern Region",56.30496,-121.00198,7,7,TRUE,1,0.7261,0.5887,0.8422
"MYVO","317428_NE",317428,"NE","South Coastal Region",49.06292,-120.79944,8,5,TRUE,0.655,0.6498,0.5165,0.7663
"MYVO","317428_NW",317428,"NW","South Coastal Region",49.06417,-120.90943,8,5,TRUE,0.6735,0.6754,0.5228,0.8149
"MYVO","317428_SE",317428,"SE","South Coastal Region",49.06053,-120.77309,7,5,TRUE,0.7213,0.6255,0.4959,0.7424
"MYVO","317428_SW",317428,"SW","South Coastal Region",49.04617,-120.85085,6,5,TRUE,0.8597,0.7306,0.5586,0.8655
"MYVO","326072_NE",326072,"NE","South Coastal Region",49.09743,-122.51957,7,5,TRUE,0.8385,0.6588,0.5577,0.7524
